id,sample_id,fertility_score,ph_score,organic_matter_score,nutrient_score,physical_property_score,comprehensive_grade,limiting_factors,improvement_suggestions,assessment_date,assessor,created_at
8754,8754,89.97,71.61,67.81,82.34,76.7,良,pH值偏离适宜范围; 有机质含量偏低,增施有机肥，提高土壤有机质含量,2023-09-28,陈博士,2024-01-30 19:39:36
8755,8755,94.54,70.45,74.86,79.57,75.91,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2023-07-11,赵工程师,2024-11-23 09:51:20
8756,8756,69.37,88.03,71.17,85.6,80.55,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-02-15,张教授,2024-11-02 18:18:53
8757,8757,78.11,84.74,71.46,87.88,91.96,良,无明显限制因子,科学施肥，平衡土壤养分,2024-07-06,赵工程师,2022-07-22 15:25:16
8758,8758,66.25,73.68,65.18,72.8,77.1,中,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,科学施肥，平衡土壤养分,2023-02-17,张教授,2024-11-06 05:54:03
8759,8759,77.62,81.07,69.44,83.28,84.27,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2024-08-06,李专家,2024-06-09 14:32:10
8760,8760,61.78,85.4,65.28,86.42,87.81,良,有机质含量偏低,深耕松土，改善土壤结构,2024-01-02,陈博士,2024-10-09 16:49:12
8761,8761,60.44,86.75,82.7,83.07,89.6,良,无明显限制因子,合理施用石灰，调节土壤pH值,2022-08-08,赵工程师,2025-03-30 07:04:28
8762,8762,90.25,84.05,78.81,81.56,77.0,良,无明显限制因子,科学施肥，平衡土壤养分,2024-11-24,王研究员,2022-07-29 17:18:56
8763,8763,86.38,79.91,69.33,74.34,91.89,良,有机质含量偏低; 养分不平衡,轮作倒茬，维护土壤生态平衡,2024-08-16,赵工程师,2024-01-16 11:00:51
8764,8764,61.22,83.63,81.3,77.22,81.78,良,无明显限制因子,合理施用石灰，调节土壤pH值,2024-07-23,李专家,2022-07-21 12:10:26
8765,8765,84.41,74.07,81.27,75.22,75.03,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2024-01-26,李专家,2025-03-31 01:02:51
8766,8766,82.53,70.29,66.21,78.01,88.23,良,pH值偏离适宜范围; 有机质含量偏低,合理施用石灰，调节土壤pH值,2024-10-13,张教授,2024-02-09 11:01:32
8767,8767,71.05,89.81,83.86,77.69,90.97,良,无明显限制因子,科学施肥，平衡土壤养分,2024-04-20,陈博士,2022-09-20 09:53:53
8768,8768,80.62,80.87,71.09,81.52,79.35,良,无明显限制因子,合理施用石灰，调节土壤pH值,2022-09-22,赵工程师,2024-08-09 12:57:34
8769,8769,65.11,78.61,71.76,73.81,78.46,中,养分不平衡,合理施用石灰，调节土壤pH值,2023-10-05,张教授,2025-03-19 23:31:35
8770,8770,74.73,75.43,70.65,79.78,91.96,良,无明显限制因子,深耕松土，改善土壤结构,2024-11-12,张教授,2025-06-11 08:09:33
8771,8771,78.18,72.19,81.83,78.25,89.99,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2024-05-16,张教授,2024-02-09 00:51:24
8772,8772,61.24,73.28,74.42,83.18,90.6,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2023-06-03,李专家,2025-04-24 22:17:15
8773,8773,72.15,85.07,70.25,77.37,85.74,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-01-06,张教授,2023-08-08 05:42:12
8774,8774,87.39,86.7,77.9,80.0,75.28,良,无明显限制因子,深耕松土，改善土壤结构,2025-03-07,赵工程师,2023-10-01 19:07:40
8775,8775,63.95,83.21,69.51,77.95,81.91,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2022-12-23,李专家,2022-10-03 18:47:58
8776,8776,92.75,83.93,75.19,76.03,90.18,良,无明显限制因子,科学施肥，平衡土壤养分,2023-05-15,赵工程师,2023-11-15 06:04:49
8777,8777,81.29,72.25,68.55,77.25,89.62,良,pH值偏离适宜范围; 有机质含量偏低,轮作倒茬，维护土壤生态平衡,2024-09-21,赵工程师,2022-09-17 08:58:17
8778,8778,61.44,71.48,74.62,82.96,86.14,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2025-04-19,王研究员,2024-08-02 07:23:23
8779,8779,62.25,85.62,70.37,87.11,81.53,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-12-22,赵工程师,2024-03-25 05:21:51
8780,8780,66.79,78.22,72.87,70.04,83.25,中,养分不平衡,深耕松土，改善土壤结构,2024-03-14,张教授,2022-09-19 10:51:49
8781,8781,78.6,88.51,79.25,76.81,86.49,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-08-12,赵工程师,2023-03-22 19:51:30
8782,8782,64.68,80.45,69.33,70.87,81.39,中,有机质含量偏低; 养分不平衡,合理施用石灰，调节土壤pH值,2023-08-23,陈博士,2024-02-19 20:04:21
8783,8783,60.72,76.85,84.65,70.67,84.71,良,养分不平衡,增施有机肥，提高土壤有机质含量,2022-07-22,王研究员,2023-01-11 05:05:26
8784,8784,81.69,72.78,72.73,80.92,78.27,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2023-09-24,张教授,2025-02-05 17:43:28
8785,8785,83.92,80.26,71.53,86.59,89.94,良,无明显限制因子,深耕松土，改善土壤结构,2025-02-25,赵工程师,2023-08-04 10:47:53
8786,8786,69.92,86.94,72.2,70.58,88.94,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2024-02-04,王研究员,2024-04-19 15:05:47
8787,8787,88.59,88.99,74.1,83.12,83.79,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-12-23,李专家,2023-11-02 02:25:38
8788,8788,68.77,82.07,76.24,76.04,91.37,良,无明显限制因子,深耕松土，改善土壤结构,2022-10-06,李专家,2024-08-22 22:40:54
8789,8789,90.97,71.69,82.42,71.32,90.92,良,pH值偏离适宜范围; 养分不平衡,科学施肥，平衡土壤养分,2024-06-25,李专家,2024-10-05 03:00:49
8790,8790,63.57,85.85,70.36,75.62,91.71,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2025-02-04,王研究员,2023-03-14 11:09:34
8791,8791,76.12,85.93,81.59,79.11,81.34,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-07-11,张教授,2023-03-09 16:25:38
8792,8792,82.56,77.2,68.45,81.05,84.64,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2023-05-17,张教授,2025-05-30 11:28:01
8793,8793,74.31,73.84,77.9,76.98,83.94,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2022-08-07,王研究员,2025-04-15 18:22:10
8794,8794,90.61,80.78,73.33,71.46,76.24,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2023-12-19,赵工程师,2023-05-10 04:29:49
8795,8795,77.36,81.5,82.88,74.15,80.83,良,养分不平衡,合理施用石灰，调节土壤pH值,2024-12-31,张教授,2023-06-25 08:11:23
8796,8796,67.4,88.36,68.93,79.28,87.96,良,有机质含量偏低,深耕松土，改善土壤结构,2025-04-21,陈博士,2022-12-06 04:03:51
8797,8797,91.61,74.42,79.87,75.87,86.06,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2023-08-02,李专家,2024-12-11 05:48:40
8798,8798,69.4,79.81,69.34,71.42,90.57,良,有机质含量偏低; 养分不平衡,深耕松土，改善土壤结构,2024-04-09,陈博士,2022-11-18 07:37:12
8799,8799,73.15,75.99,71.57,86.55,80.1,良,无明显限制因子,深耕松土，改善土壤结构,2023-01-03,李专家,2023-11-27 10:31:52
8800,8800,75.62,83.76,72.12,74.36,90.91,良,养分不平衡,深耕松土，改善土壤结构,2023-03-26,李专家,2024-11-25 20:10:12
8801,8801,83.17,80.17,79.05,70.08,81.27,良,养分不平衡,科学施肥，平衡土壤养分,2024-09-16,陈博士,2022-07-31 08:34:39
8802,8802,85.82,77.51,76.3,70.46,75.17,良,养分不平衡,增施有机肥，提高土壤有机质含量,2024-03-24,王研究员,2024-04-04 04:06:56
8803,8803,76.93,86.67,84.18,86.68,81.48,良,无明显限制因子,科学施肥，平衡土壤养分,2024-11-02,陈博士,2025-03-20 14:00:27
8804,8804,74.26,74.03,65.46,72.59,77.16,中,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2024-01-19,赵工程师,2025-02-15 16:53:58
8805,8805,87.87,82.0,69.38,77.24,90.93,良,有机质含量偏低,深耕松土，改善土壤结构,2023-07-24,赵工程师,2025-06-10 10:47:09
8806,8806,62.87,70.99,82.64,86.29,79.85,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2023-01-05,王研究员,2022-12-26 04:53:10
8807,8807,64.41,73.95,80.96,82.1,87.29,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2022-07-15,张教授,2025-03-22 17:19:26
8808,8808,90.89,77.63,66.04,81.36,85.66,良,有机质含量偏低,科学施肥，平衡土壤养分,2022-08-01,赵工程师,2023-04-23 10:52:29
8809,8809,63.91,86.17,72.95,72.05,91.49,良,养分不平衡,科学施肥，平衡土壤养分,2022-10-07,李专家,2022-10-19 10:56:02
8810,8810,75.09,84.52,80.96,85.1,83.18,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-08-24,张教授,2023-04-25 18:32:00
8811,8811,65.2,76.14,71.79,85.89,86.2,良,无明显限制因子,科学施肥，平衡土壤养分,2025-05-08,李专家,2023-01-12 17:57:16
8812,8812,86.11,87.83,67.03,76.18,75.35,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2024-06-28,王研究员,2023-05-24 15:10:11
8813,8813,84.3,80.66,65.37,87.02,81.17,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2023-08-22,王研究员,2023-10-07 10:06:32
8814,8814,92.63,85.47,71.79,87.06,87.97,良,无明显限制因子,合理施用石灰，调节土壤pH值,2024-06-10,赵工程师,2023-10-02 04:45:17
8815,8815,85.97,78.22,71.88,73.26,88.79,良,养分不平衡,科学施肥，平衡土壤养分,2025-02-13,陈博士,2023-01-02 05:04:09
8816,8816,73.73,76.34,80.97,75.43,75.86,良,无明显限制因子,深耕松土，改善土壤结构,2023-05-23,赵工程师,2024-08-21 18:29:05
8817,8817,66.89,89.11,65.26,76.95,87.52,良,有机质含量偏低,深耕松土，改善土壤结构,2023-03-29,张教授,2025-02-20 16:11:54
8818,8818,68.53,74.81,74.57,74.45,85.52,良,pH值偏离适宜范围; 养分不平衡,科学施肥，平衡土壤养分,2022-10-18,王研究员,2024-04-01 12:49:04
8819,8819,91.8,73.25,79.83,84.55,76.4,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2022-11-29,赵工程师,2022-10-21 19:09:02
8820,8820,69.36,87.24,79.12,72.47,91.34,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2025-02-23,张教授,2023-12-08 15:36:29
8821,8821,69.86,86.82,67.66,79.55,75.62,良,有机质含量偏低,科学施肥，平衡土壤养分,2023-06-30,李专家,2022-06-28 05:13:56
8822,8822,61.41,80.03,68.33,83.97,78.3,中,有机质含量偏低,合理施用石灰，调节土壤pH值,2023-03-14,张教授,2022-10-15 20:53:48
8823,8823,79.46,85.43,70.63,78.12,80.91,良,无明显限制因子,深耕松土，改善土壤结构,2025-02-07,李专家,2024-08-28 08:51:05
8824,8824,92.68,77.68,75.63,85.18,89.51,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2022-09-15,李专家,2025-02-01 19:10:15
8825,8825,60.58,70.13,72.99,83.93,90.34,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2023-06-05,赵工程师,2023-03-08 23:17:20
8826,8826,60.95,86.52,75.52,70.57,78.64,中,养分不平衡,轮作倒茬，维护土壤生态平衡,2025-03-14,张教授,2024-11-07 08:26:22
8827,8827,65.5,87.54,68.67,87.44,90.93,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2025-01-22,陈博士,2025-05-29 06:04:14
8828,8828,78.18,86.22,70.59,75.11,90.65,良,无明显限制因子,科学施肥，平衡土壤养分,2023-09-23,张教授,2024-11-13 06:49:39
8829,8829,90.52,87.1,66.18,86.93,87.93,良,有机质含量偏低,科学施肥，平衡土壤养分,2024-12-06,李专家,2025-03-08 21:30:38
8830,8830,92.6,79.71,76.98,78.36,85.54,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-12-29,赵工程师,2024-03-31 04:43:52
8831,8831,62.23,86.88,73.51,71.4,83.57,良,养分不平衡,科学施肥，平衡土壤养分,2023-01-06,张教授,2024-06-10 12:00:28
8832,8832,91.87,88.63,69.49,85.0,90.6,优,有机质含量偏低,深耕松土，改善土壤结构,2024-06-18,张教授,2023-07-12 17:07:15
8833,8833,64.16,71.72,77.4,87.75,81.77,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2025-04-27,王研究员,2023-05-12 02:21:50
8834,8834,93.88,74.66,83.45,82.82,76.67,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2025-04-30,张教授,2023-12-27 09:04:52
8835,8835,72.06,72.84,79.45,84.46,82.49,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2023-05-28,李专家,2024-01-24 19:01:41
8836,8836,74.71,70.28,67.83,79.1,88.77,良,pH值偏离适宜范围; 有机质含量偏低,深耕松土，改善土壤结构,2023-03-20,李专家,2022-06-22 05:32:38
8837,8837,61.88,79.28,82.33,76.81,83.78,良,无明显限制因子,科学施肥，平衡土壤养分,2024-02-29,张教授,2023-04-03 09:43:23
8838,8838,67.1,88.52,74.18,74.84,83.55,良,养分不平衡,科学施肥，平衡土壤养分,2023-11-20,李专家,2024-10-16 15:12:43
8839,8839,80.0,71.14,83.43,87.61,86.55,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2023-06-29,李专家,2022-12-31 01:42:36
8840,8840,77.93,79.32,75.04,80.87,89.99,良,无明显限制因子,合理施用石灰，调节土壤pH值,2025-04-14,赵工程师,2022-12-20 06:41:01
8841,8841,84.35,85.69,71.75,85.95,89.71,良,无明显限制因子,合理施用石灰，调节土壤pH值,2025-04-07,赵工程师,2023-09-07 16:32:37
8842,8842,78.64,75.52,76.26,77.03,76.26,良,无明显限制因子,科学施肥，平衡土壤养分,2023-04-20,王研究员,2024-12-20 21:18:26
8843,8843,92.49,74.98,68.68,80.31,84.62,良,pH值偏离适宜范围; 有机质含量偏低,深耕松土，改善土壤结构,2023-09-20,陈博士,2024-06-15 19:54:35
8844,8844,80.84,88.56,78.59,79.61,81.0,良,无明显限制因子,合理施用石灰，调节土壤pH值,2022-07-08,张教授,2022-09-15 18:38:06
8845,8845,82.28,81.53,84.13,78.74,77.27,良,无明显限制因子,科学施肥，平衡土壤养分,2024-12-17,李专家,2024-10-02 00:11:27
8846,8846,63.14,86.13,69.11,78.96,83.01,良,有机质含量偏低,深耕松土，改善土壤结构,2024-11-07,张教授,2023-01-30 21:45:06
8847,8847,85.96,72.73,77.01,78.84,85.58,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2023-08-04,王研究员,2025-03-23 14:44:57
8848,8848,71.8,75.16,76.4,70.44,89.81,良,养分不平衡,增施有机肥，提高土壤有机质含量,2024-09-26,赵工程师,2025-03-14 08:29:54
8849,8849,67.53,71.4,75.39,75.91,81.65,中,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2024-11-22,赵工程师,2023-09-03 13:49:55
8850,8850,94.9,83.3,78.62,86.24,78.99,良,无明显限制因子,深耕松土，改善土壤结构,2022-11-03,张教授,2023-01-21 21:53:57
8851,8851,67.61,81.97,79.63,85.61,80.75,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2022-07-14,陈博士,2022-10-26 15:51:40
8852,8852,74.7,75.74,73.57,86.97,86.8,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-07-24,张教授,2023-12-07 20:17:04
8853,8853,68.15,88.54,69.24,74.01,76.48,良,有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2022-10-23,王研究员,2023-06-19 02:55:16
8854,8854,71.58,79.41,74.66,78.86,90.88,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-09-06,王研究员,2023-04-17 14:22:44
8855,8855,93.29,84.9,79.12,77.27,86.37,良,无明显限制因子,科学施肥，平衡土壤养分,2023-11-23,王研究员,2025-01-05 18:26:42
8856,8856,72.06,73.39,75.61,84.12,86.08,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2024-05-12,李专家,2024-07-08 11:34:46
8857,8857,70.62,77.01,80.8,86.29,84.79,良,无明显限制因子,合理施用石灰，调节土壤pH值,2022-11-04,王研究员,2023-10-04 06:54:44
8858,8858,64.7,88.98,70.51,82.91,86.86,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2025-02-12,李专家,2025-05-21 06:29:24
8859,8859,83.5,74.55,66.25,72.38,79.58,良,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,深耕松土，改善土壤结构,2022-09-08,张教授,2025-05-08 12:10:48
8860,8860,82.31,74.09,80.11,78.5,83.8,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2023-09-18,张教授,2023-09-09 22:38:03
8861,8861,64.34,88.07,65.21,84.09,80.51,良,有机质含量偏低,深耕松土，改善土壤结构,2023-02-23,赵工程师,2025-05-10 00:38:47
8862,8862,84.68,84.88,76.7,77.75,80.14,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-05-25,赵工程师,2024-06-14 16:10:17
8863,8863,80.53,75.55,78.85,77.9,83.88,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2022-12-08,陈博士,2022-12-25 02:36:05
8864,8864,76.81,81.09,77.91,82.8,76.4,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-12-11,张教授,2022-09-27 05:35:40
8865,8865,92.86,76.47,79.87,73.43,86.31,良,养分不平衡,合理施用石灰，调节土壤pH值,2023-09-26,王研究员,2025-06-04 12:17:40
8866,8866,65.09,76.94,84.22,79.13,75.53,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-05-10,王研究员,2025-02-03 19:15:50
8867,8867,94.16,70.34,82.94,78.99,75.19,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2024-02-06,赵工程师,2024-05-16 13:45:29
8868,8868,66.02,77.13,83.82,71.66,86.52,良,养分不平衡,深耕松土，改善土壤结构,2023-03-21,李专家,2022-09-03 17:30:32
8869,8869,81.7,72.12,66.62,81.19,82.51,良,pH值偏离适宜范围; 有机质含量偏低,轮作倒茬，维护土壤生态平衡,2023-06-09,王研究员,2023-01-02 16:49:35
8870,8870,82.08,74.31,73.16,82.15,80.35,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2024-07-30,王研究员,2023-11-20 07:55:44
8871,8871,94.3,85.5,82.63,72.39,83.19,良,养分不平衡,科学施肥，平衡土壤养分,2025-03-26,李专家,2025-02-20 16:35:59
8872,8872,70.4,78.29,65.42,85.82,87.76,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2023-05-06,赵工程师,2023-03-28 23:39:19
8873,8873,69.08,88.7,71.44,75.09,86.76,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2022-10-20,李专家,2022-12-06 23:17:22
8874,8874,71.87,85.47,77.71,72.83,91.94,良,养分不平衡,科学施肥，平衡土壤养分,2023-05-10,赵工程师,2024-06-18 08:11:38
8875,8875,92.2,86.14,76.08,81.99,76.64,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-02-04,赵工程师,2024-03-08 02:57:29
8876,8876,63.78,84.63,74.44,72.75,87.99,良,养分不平衡,合理施用石灰，调节土壤pH值,2024-09-29,赵工程师,2022-12-20 22:57:20
8877,8877,70.87,79.73,68.32,71.16,76.4,中,有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2023-01-27,张教授,2023-03-21 08:29:37
8878,8878,66.65,74.77,68.53,76.31,88.83,良,pH值偏离适宜范围; 有机质含量偏低,合理施用石灰，调节土壤pH值,2025-04-13,赵工程师,2024-07-28 20:02:36
8879,8879,87.26,72.28,69.99,86.04,78.74,良,pH值偏离适宜范围; 有机质含量偏低,深耕松土，改善土壤结构,2023-01-02,王研究员,2024-06-11 16:09:23
8880,8880,61.46,85.12,81.08,70.47,79.05,良,养分不平衡,合理施用石灰，调节土壤pH值,2024-08-08,张教授,2024-04-21 18:08:17
8881,8881,94.4,87.44,77.77,87.11,83.64,优,无明显限制因子,合理施用石灰，调节土壤pH值,2023-11-24,张教授,2023-01-17 20:05:03
8882,8882,79.68,71.05,74.16,73.44,78.94,良,pH值偏离适宜范围; 养分不平衡,科学施肥，平衡土壤养分,2024-06-27,赵工程师,2024-10-22 06:23:06
8883,8883,64.99,81.07,75.49,81.07,87.21,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-05-17,王研究员,2025-02-24 14:01:59
8884,8884,79.1,82.97,76.24,86.84,90.25,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2022-09-02,张教授,2023-10-20 16:57:26
8885,8885,92.76,80.72,84.6,71.85,77.58,良,养分不平衡,增施有机肥，提高土壤有机质含量,2023-05-24,张教授,2023-10-22 06:32:50
8886,8886,83.71,74.88,80.8,70.8,89.2,良,pH值偏离适宜范围; 养分不平衡,轮作倒茬，维护土壤生态平衡,2022-06-12,王研究员,2023-06-12 00:38:35
8887,8887,61.33,83.77,73.33,84.45,90.17,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-07-06,张教授,2024-07-07 17:34:54
8888,8888,94.17,87.2,66.95,80.6,86.81,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2025-04-08,赵工程师,2025-05-06 12:23:02
8889,8889,64.6,70.67,82.17,85.34,87.27,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2022-09-25,李专家,2022-08-02 23:52:33
8890,8890,68.18,88.08,82.1,78.87,79.12,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-05-01,张教授,2023-07-11 20:56:37
8891,8891,75.54,84.73,74.77,87.08,89.02,良,无明显限制因子,科学施肥，平衡土壤养分,2022-11-16,陈博士,2023-08-30 17:14:23
8892,8892,84.41,89.16,71.8,73.65,88.97,良,养分不平衡,深耕松土，改善土壤结构,2024-01-30,李专家,2023-08-01 15:59:05
8893,8893,60.87,81.51,71.35,80.04,81.63,良,无明显限制因子,深耕松土，改善土壤结构,2023-05-20,赵工程师,2023-03-10 07:29:25
8894,8894,75.09,78.07,67.59,74.86,76.12,中,有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2024-09-07,王研究员,2022-10-18 06:11:17
8895,8895,60.72,86.4,72.04,79.97,78.95,良,无明显限制因子,深耕松土，改善土壤结构,2023-07-31,陈博士,2023-11-06 14:32:24
8896,8896,92.24,88.08,74.19,76.09,89.89,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-02-07,陈博士,2023-08-19 11:59:35
8897,8897,79.59,80.2,72.52,75.6,80.97,良,无明显限制因子,深耕松土，改善土壤结构,2025-01-19,赵工程师,2025-02-17 15:17:15
8898,8898,65.77,76.11,68.27,78.5,77.53,中,有机质含量偏低,科学施肥，平衡土壤养分,2024-03-31,张教授,2025-03-18 03:06:11
8899,8899,66.87,80.92,71.67,70.78,76.27,中,养分不平衡,增施有机肥，提高土壤有机质含量,2025-03-07,王研究员,2024-09-24 11:28:27
8900,8900,87.49,82.34,83.95,86.01,85.58,优,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-04-23,王研究员,2022-09-03 15:19:47
8901,8901,61.72,71.03,68.51,80.52,83.55,中,pH值偏离适宜范围; 有机质含量偏低,合理施用石灰，调节土壤pH值,2022-11-13,张教授,2024-10-28 23:18:23
8902,8902,60.58,74.65,66.82,84.33,80.48,中,pH值偏离适宜范围; 有机质含量偏低,深耕松土，改善土壤结构,2022-07-06,王研究员,2023-02-02 21:11:20
8903,8903,78.07,79.03,65.06,78.58,87.85,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2025-03-16,赵工程师,2022-11-04 13:49:17
8904,8904,82.54,73.4,82.73,80.9,90.48,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2023-06-08,张教授,2022-10-21 08:50:05
8905,8905,94.61,83.28,70.03,80.14,88.16,良,无明显限制因子,合理施用石灰，调节土壤pH值,2024-10-19,王研究员,2025-06-05 13:35:32
8906,8906,92.62,83.8,76.72,74.63,79.78,良,养分不平衡,增施有机肥，提高土壤有机质含量,2022-07-14,陈博士,2023-03-12 04:27:01
8907,8907,73.14,81.01,77.54,73.38,75.15,良,养分不平衡,深耕松土，改善土壤结构,2022-06-30,陈博士,2024-01-29 07:04:13
8908,8908,94.22,82.97,67.4,82.43,89.58,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2025-05-22,赵工程师,2022-07-29 12:47:36
8909,8909,69.3,81.56,81.91,71.73,76.66,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2023-07-30,李专家,2024-11-12 23:26:12
8910,8910,82.15,85.94,71.21,78.48,82.88,良,无明显限制因子,科学施肥，平衡土壤养分,2024-05-22,张教授,2022-12-21 10:22:59
8911,8911,60.18,74.92,81.36,71.06,75.1,中,pH值偏离适宜范围; 养分不平衡,合理施用石灰，调节土壤pH值,2023-03-23,张教授,2024-09-25 21:25:23
8912,8912,66.21,83.41,74.85,77.82,89.19,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-09-24,张教授,2024-08-17 05:47:23
8913,8913,76.35,73.93,79.65,78.44,76.14,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2022-09-23,王研究员,2025-05-30 19:15:53
8914,8914,75.03,79.5,79.87,78.79,80.98,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-11-27,张教授,2023-02-20 08:04:18
8915,8915,85.15,82.95,65.88,82.76,81.54,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2024-04-29,张教授,2023-08-26 08:16:25
8916,8916,78.15,73.93,77.44,87.72,80.68,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2024-09-28,赵工程师,2023-04-03 18:08:12
8917,8917,92.96,79.1,69.79,76.44,86.13,良,有机质含量偏低,深耕松土，改善土壤结构,2024-09-05,李专家,2022-10-16 10:45:48
8918,8918,66.06,87.58,76.88,77.56,86.07,良,无明显限制因子,深耕松土，改善土壤结构,2022-11-26,赵工程师,2024-02-06 01:05:00
8919,8919,81.86,79.99,67.27,78.91,78.08,良,有机质含量偏低,科学施肥，平衡土壤养分,2022-06-25,王研究员,2025-01-13 14:07:42
8920,8920,73.88,85.99,76.59,73.76,87.52,良,养分不平衡,增施有机肥，提高土壤有机质含量,2022-12-20,赵工程师,2024-07-17 16:05:32
8921,8921,69.53,71.09,75.3,86.73,83.47,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2023-08-14,赵工程师,2022-08-16 16:24:21
8922,8922,65.5,74.03,67.5,87.62,77.77,中,pH值偏离适宜范围; 有机质含量偏低,科学施肥，平衡土壤养分,2022-06-11,赵工程师,2024-04-09 21:07:56
8923,8923,81.14,83.87,65.52,77.54,90.77,良,有机质含量偏低,深耕松土，改善土壤结构,2023-09-26,陈博士,2023-08-31 11:15:42
8924,8924,87.27,75.66,74.84,86.47,85.17,良,无明显限制因子,合理施用石灰，调节土壤pH值,2025-01-28,李专家,2024-09-03 13:27:38
8925,8925,61.46,77.57,81.42,78.37,82.35,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-01-10,张教授,2025-04-05 11:15:37
8926,8926,84.33,89.04,84.63,73.32,86.57,良,养分不平衡,合理施用石灰，调节土壤pH值,2024-03-23,张教授,2023-10-06 23:14:10
8927,8927,67.53,87.52,80.48,79.81,80.23,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-10-24,张教授,2023-02-11 14:33:54
