id,sample_id,iron,manganese,zinc,copper,boron,molybdenum,chlorine,sulfur,calcium,magnesium,test_date,created_at
5947,3305,191.48,12.77,13.4,2.73,0.97,0.61,15.59,234.22,4450.44,511.45,2023-02-15,2023-07-29 05:37:12
5948,854,170.17,5.35,4.99,6.14,1.26,0.31,153.63,345.54,4777.52,612.16,2023-03-10,2024-10-14 06:18:00
5949,3263,261.05,9.27,3.63,0.29,0.57,0.94,105.41,210.79,2198.71,671.26,2024-10-03,2024-05-05 06:59:14
5950,9088,94.46,94.66,5.08,5.48,1.85,0.32,122.18,120.99,894.83,764.12,2022-07-08,2022-07-05 19:15:38
5951,5230,40.78,44.3,10.54,0.27,1.05,1.28,115.45,121.78,1460.43,1971.02,2024-10-12,2025-04-15 22:25:52
5952,1954,127.42,24.92,7.59,5.2,1.81,1.04,151.91,359.36,2063.41,468.95,2022-10-30,2023-07-22 03:24:08
5953,2042,26.4,142.16,1.66,7.68,0.37,0.91,189.35,47.96,4965.09,747.14,2023-12-14,2024-06-09 07:44:36
5954,520,84.55,43.51,8.49,6.24,1.84,1.0,55.89,330.56,7658.14,114.37,2023-08-04,2023-09-27 18:45:23
5955,6724,31.34,94.21,1.45,7.82,0.67,0.95,68.83,320.73,7345.24,1299.05,2023-04-16,2025-01-04 03:52:06
5956,6998,67.89,45.86,4.14,2.81,1.98,1.46,17.86,329.68,3428.01,410.02,2023-10-08,2023-08-16 06:40:54
5957,1487,14.51,38.86,6.26,5.75,0.39,0.76,40.03,220.75,717.45,1649.42,2023-04-18,2023-05-16 20:16:33
5958,1137,281.61,97.62,7.27,6.92,0.73,0.59,192.91,145.82,2357.16,772.03,2024-12-28,2024-01-07 12:49:13
5959,8787,113.84,56.4,3.54,4.36,0.27,0.72,190.24,233.43,7560.62,1484.18,2024-12-23,2023-11-02 02:25:38
5960,7368,19.06,69.59,3.47,4.0,0.54,0.33,58.53,145.83,2710.55,277.85,2023-10-22,2024-05-02 21:40:42
5961,5544,17.51,79.11,7.09,3.12,1.59,0.86,77.81,32.58,1994.31,584.54,2024-05-31,2023-09-26 14:59:09
5962,4676,12.92,78.14,10.21,2.13,1.34,0.23,37.23,267.93,1987.05,542.52,2023-10-14,2022-08-25 21:21:35
5963,9477,69.03,18.0,8.91,4.96,0.65,0.59,78.49,84.52,7595.33,348.6,2023-07-17,2023-08-04 20:12:12
5964,5908,259.92,14.98,9.31,6.42,0.3,0.39,158.22,314.37,6371.88,1888.67,2022-11-05,2025-04-05 20:16:51
5965,5160,195.61,118.56,7.19,5.37,1.48,0.49,13.53,64.36,2880.96,308.84,2025-01-15,2024-05-03 11:14:44
5966,2283,230.66,121.67,14.31,6.11,1.61,0.43,105.05,147.87,3214.05,1129.8,2024-08-14,2022-09-11 15:01:45
5967,5446,22.28,85.48,14.07,5.2,0.73,1.41,129.78,124.13,7281.21,670.16,2023-04-14,2024-06-20 11:49:03
5968,1727,243.2,146.23,12.43,2.16,1.46,0.56,94.74,76.16,1156.24,420.93,2024-09-04,2024-11-20 11:00:04
5969,9168,232.24,144.18,6.34,5.53,0.36,1.0,164.03,297.85,4421.4,138.48,2024-01-08,2022-09-18 03:48:09
5970,9658,41.23,36.42,4.78,6.27,0.58,0.54,91.39,37.05,1371.08,531.52,2025-02-10,2024-04-26 21:21:36
5971,1450,29.18,56.61,9.69,5.95,0.44,1.09,200.0,363.78,5058.39,804.12,2023-03-15,2022-07-08 17:16:06
5972,8166,255.92,134.67,7.39,6.3,1.74,0.82,54.46,186.53,7616.19,841.49,2024-11-30,2023-01-11 20:29:16
5973,8641,119.35,98.18,9.39,1.08,0.15,0.27,156.63,119.77,7347.52,1726.43,2024-10-04,2023-03-21 07:18:46
5974,4713,224.05,36.34,5.87,7.45,1.69,0.92,60.63,318.22,540.64,1608.45,2023-07-24,2023-12-14 16:22:28
5975,1963,224.79,90.4,3.68,5.38,0.24,1.21,37.06,187.26,6567.84,291.72,2025-01-10,2025-03-17 23:48:37
5976,9004,160.04,52.33,9.92,4.16,0.92,1.11,165.8,204.56,1279.03,1538.7,2022-07-22,2023-12-27 00:38:59
5977,1057,79.82,95.0,5.97,5.05,0.27,0.85,89.48,33.39,3073.7,1173.87,2022-10-29,2024-08-08 00:30:36
5978,2454,31.69,116.99,10.95,3.61,1.46,0.4,48.86,95.36,7757.98,248.63,2023-06-26,2024-01-01 05:36:51
5979,131,247.32,13.58,10.96,3.96,1.89,0.48,160.01,351.84,3453.51,285.79,2022-10-07,2024-10-08 18:02:52
5980,8964,281.18,129.71,13.15,1.54,1.16,0.23,44.97,396.01,1267.68,793.66,2025-05-27,2023-05-31 17:09:25
5981,1511,174.38,8.49,11.55,6.85,1.63,0.08,117.09,399.69,2564.36,1059.79,2022-11-22,2024-07-07 21:53:54
5982,7142,229.35,63.19,8.72,1.16,1.5,0.87,96.45,177.97,3016.46,1756.35,2022-10-08,2024-09-10 15:33:07
5983,3347,293.2,108.38,11.67,1.95,0.2,0.77,183.02,368.25,2274.11,1643.85,2024-12-28,2024-07-26 02:34:09
5984,104,13.71,48.49,8.53,7.65,1.97,0.19,87.25,335.49,2995.13,1752.81,2023-07-10,2024-05-11 15:38:30
5985,5819,227.59,102.01,11.37,2.18,0.12,0.39,65.83,399.14,4841.5,475.93,2023-08-29,2023-05-29 07:30:36
5986,9138,185.44,44.82,3.71,3.5,0.14,0.98,122.13,290.88,2224.04,1250.0,2023-10-05,2025-05-06 08:17:36
5987,1448,40.17,61.02,9.36,1.72,0.55,0.56,41.6,56.18,3395.7,555.87,2023-11-20,2022-09-05 12:31:03
5988,7511,124.5,143.16,9.26,5.16,0.89,0.36,80.24,235.02,5301.18,233.58,2023-11-11,2023-07-16 09:24:35
5989,8410,284.68,21.6,3.8,2.5,0.45,1.16,139.89,79.27,6467.56,1496.46,2023-06-12,2024-09-21 21:21:55
5990,1566,244.83,119.17,4.5,7.41,0.55,0.38,123.57,129.73,3613.46,433.44,2024-11-03,2023-11-15 23:33:56
5991,4252,183.68,63.97,5.49,0.45,1.73,0.94,184.02,371.77,2570.67,1326.43,2024-02-02,2025-05-04 02:06:32
5992,485,293.61,21.75,10.84,2.69,0.98,0.96,83.41,350.1,1287.18,1313.18,2024-11-28,2024-01-20 15:12:05
5993,1935,89.46,16.27,11.88,1.06,0.9,0.22,165.3,347.93,2992.72,1746.35,2024-09-21,2023-11-20 00:16:13
5994,8866,103.04,65.85,5.41,3.35,0.31,1.43,160.49,314.44,7875.02,1468.48,2023-05-10,2025-02-03 19:15:50
5995,5204,283.75,36.8,10.36,5.8,1.95,1.01,21.43,80.29,4490.02,545.35,2024-10-27,2024-09-30 07:29:46
5996,9730,271.66,65.79,13.33,7.19,0.14,1.32,53.48,312.35,6581.54,1502.3,2024-11-26,2024-08-29 14:16:09
5997,2047,205.03,114.84,8.13,1.28,0.49,0.31,188.7,207.5,3246.73,1934.52,2024-08-26,2022-07-23 09:30:20
5998,6604,280.43,19.65,12.52,7.47,1.84,0.09,82.21,308.48,525.96,828.87,2024-03-01,2023-10-28 13:00:45
5999,189,113.07,142.58,7.01,0.72,0.34,0.56,111.52,370.26,4047.81,859.18,2025-03-14,2024-12-08 02:31:13
6000,2812,158.94,28.72,12.01,5.08,0.44,0.74,87.8,292.1,3700.05,507.75,2025-03-19,2024-09-16 14:40:45
6001,6561,269.89,28.78,5.09,6.95,0.65,1.19,60.32,116.57,5732.63,886.57,2024-02-29,2023-11-05 20:01:53
6002,5607,213.61,45.54,0.7,2.0,1.08,1.18,64.09,322.47,3538.39,858.07,2023-03-12,2022-09-25 04:42:54
6003,7837,44.47,124.24,0.93,5.79,1.66,1.41,92.33,342.52,1919.6,220.17,2024-01-14,2022-12-26 21:20:49
6004,52,204.13,38.48,7.55,3.97,1.94,0.57,145.97,257.12,4904.47,100.89,2024-05-11,2023-08-21 14:28:54
6005,2065,185.22,136.34,6.69,1.53,1.62,0.33,142.85,165.65,1378.27,1500.97,2023-10-01,2023-06-23 23:48:03
6006,3309,295.76,95.07,14.67,1.0,0.37,0.19,112.17,347.3,1101.19,1729.77,2024-12-07,2025-05-05 22:04:21
6007,6330,290.63,27.38,7.04,5.65,0.35,0.4,174.95,248.42,6127.03,1537.8,2022-11-19,2023-12-13 10:07:47
6008,7617,89.8,133.25,7.23,4.47,0.66,0.67,53.57,383.88,4252.14,1118.04,2023-07-16,2022-08-10 17:47:56
6009,9532,78.33,136.7,14.45,3.49,1.97,0.6,176.37,286.12,5372.53,1941.46,2023-11-06,2023-09-14 17:36:07
6010,5362,12.76,50.26,9.4,7.74,0.27,0.29,174.9,279.79,4915.91,346.53,2024-09-21,2024-11-18 19:51:14
6011,2527,271.76,44.09,6.76,4.85,1.28,1.03,66.79,216.57,770.32,1345.99,2023-06-12,2023-10-24 20:51:49
6012,7169,202.97,99.34,14.41,0.41,1.87,1.4,99.61,225.74,6883.19,1688.62,2023-04-29,2023-08-13 18:14:03
6013,8482,33.22,59.21,10.3,2.92,1.07,0.52,145.04,378.17,4043.25,1992.66,2022-08-12,2022-11-20 13:10:50
6014,7195,244.28,84.56,14.16,4.17,0.63,0.37,159.8,51.7,6111.54,1202.81,2025-06-03,2023-08-28 23:36:27
6015,9662,217.5,112.98,9.57,2.79,1.81,0.34,123.14,265.63,5607.88,619.71,2022-08-31,2022-09-15 18:24:59
6016,1477,155.15,26.5,0.56,6.1,0.33,0.63,136.87,277.94,1455.43,1193.99,2023-10-07,2023-11-18 07:39:44
6017,7433,136.96,132.39,11.76,4.65,1.82,0.49,126.32,115.41,7367.34,1991.78,2023-08-10,2023-11-05 05:14:49
6018,988,291.38,79.2,5.61,5.89,0.34,1.2,173.78,235.64,1201.76,1141.66,2023-07-05,2023-05-03 21:00:22
6019,4362,70.78,57.62,3.99,5.89,1.77,0.87,14.81,285.19,4937.63,1108.32,2024-08-16,2025-04-19 23:49:43
6020,1738,210.4,96.52,8.36,1.01,1.62,1.15,101.06,171.04,1784.39,1414.12,2022-12-24,2023-03-23 23:30:56
6021,6919,70.53,114.36,5.43,2.9,0.17,1.31,69.51,60.57,4052.3,1006.85,2025-04-21,2022-09-18 18:55:13
6022,2072,221.15,87.25,13.25,0.53,0.17,0.61,134.5,172.23,6078.33,251.78,2024-03-06,2024-06-26 11:13:51
6023,9466,108.23,113.04,4.86,4.73,0.48,1.42,107.84,313.38,5647.56,1453.35,2024-06-20,2023-11-15 18:46:22
6024,2704,235.1,112.24,2.41,3.58,2.0,0.62,58.96,40.88,3968.71,119.81,2025-01-11,2024-07-23 09:06:34
6025,6841,169.47,19.18,5.63,4.59,0.14,0.15,49.65,274.29,5260.82,1290.66,2023-07-29,2023-09-04 05:38:51
6026,9841,168.76,129.65,4.47,0.91,0.16,0.07,89.54,391.96,1406.21,255.29,2022-11-23,2024-11-18 01:50:42
6027,2995,247.38,75.81,11.1,7.12,1.41,0.15,37.28,263.16,4055.29,1217.5,2025-05-07,2024-08-14 21:45:06
6028,7032,189.23,64.99,2.92,2.44,0.41,0.86,51.16,167.62,4642.25,1265.74,2023-12-26,2023-01-17 06:33:33
6029,354,69.31,66.01,4.53,3.96,0.63,0.75,93.92,209.85,7974.43,1442.31,2023-01-21,2025-05-26 21:00:40
6030,1893,125.79,149.75,0.92,4.36,0.92,0.47,184.18,183.99,3521.87,1089.8,2023-04-06,2023-06-13 02:14:13
6031,298,197.63,99.08,7.54,2.26,1.97,0.84,71.25,74.88,4427.04,905.34,2022-06-24,2023-06-06 01:28:27
6032,9501,112.85,78.96,14.55,1.4,1.86,0.63,116.3,172.81,1568.93,627.71,2022-07-19,2023-06-06 09:00:31
6033,3915,215.22,19.84,12.87,6.89,0.44,1.18,196.15,30.78,6683.77,235.42,2025-06-06,2023-04-12 07:53:36
6034,4643,28.16,80.09,14.47,7.08,1.78,1.34,27.87,346.74,6088.05,497.17,2024-03-10,2025-02-07 07:13:29
6035,9894,106.16,62.32,0.51,1.57,1.63,1.45,112.31,79.42,4771.98,1702.42,2022-07-01,2025-01-17 16:34:13
6036,46,297.6,59.83,3.69,7.7,1.33,0.09,179.17,142.34,4288.09,1623.57,2024-11-24,2022-10-27 02:52:38
6037,3823,135.92,35.0,9.71,2.81,1.59,1.03,16.47,40.17,3391.52,1690.09,2023-03-13,2023-12-10 17:53:18
6038,9127,176.91,51.4,1.46,4.09,0.49,1.09,97.32,338.19,1536.74,1246.37,2023-10-16,2025-02-07 01:13:56
6039,2573,286.3,100.0,8.46,6.62,0.2,1.44,127.32,157.93,4799.73,1307.04,2025-01-21,2023-01-21 05:15:00
6040,8532,93.13,126.05,9.41,7.36,0.69,0.59,172.49,54.22,5469.23,874.27,2024-12-01,2022-07-12 06:17:45
6041,785,160.65,25.88,5.18,6.3,1.93,1.18,114.88,185.35,3363.71,1810.22,2023-12-28,2025-03-23 16:54:11
6042,7650,226.16,128.98,14.54,5.95,0.19,0.05,31.77,342.03,5374.17,708.94,2023-04-11,2023-04-25 12:00:15
6043,3575,27.12,56.0,8.63,2.75,1.43,0.72,16.19,37.96,7357.02,868.1,2025-03-05,2025-02-24 19:18:44
6044,5459,280.35,39.27,9.28,1.78,0.25,0.79,102.71,310.57,4075.57,1305.0,2023-06-30,2025-04-03 22:46:11
6045,9310,56.4,74.82,0.82,5.34,0.62,1.4,71.15,40.08,5140.41,1156.45,2025-04-22,2024-10-14 17:08:29
6046,6397,98.29,145.99,7.25,2.64,1.84,0.55,186.63,203.5,6594.54,1712.98,2023-06-19,2024-08-18 04:48:08
6047,9411,108.42,121.66,6.44,7.74,1.91,1.33,196.83,211.1,1363.72,1278.05,2024-04-01,2024-03-08 10:46:45
6048,8957,24.33,14.4,14.46,3.3,1.14,1.23,90.37,128.44,3319.67,909.72,2022-08-07,2022-10-12 08:53:10
6049,1641,83.84,101.05,10.95,2.44,0.7,0.83,191.06,66.41,6196.78,1175.2,2023-11-13,2022-07-07 22:23:00
6050,8630,63.8,102.58,4.38,4.85,0.63,0.71,25.87,33.03,6373.1,1057.95,2023-04-26,2024-07-17 16:34:22
6051,997,277.97,16.64,0.55,0.34,0.9,0.21,166.53,280.09,7918.21,1193.99,2025-05-09,2024-02-07 05:03:21
6052,2446,210.13,81.82,12.95,2.18,0.2,0.23,61.61,209.61,2894.43,981.85,2022-11-08,2023-10-25 10:53:50
6053,6977,128.15,111.58,2.75,6.2,1.4,1.04,30.24,395.65,6485.12,202.55,2024-01-30,2023-04-09 05:08:30
6054,2041,195.76,35.0,7.12,6.56,1.34,0.16,68.67,56.66,6540.93,1426.92,2023-04-30,2023-05-15 15:45:08
6055,1069,219.85,77.63,11.93,4.49,0.69,1.46,199.02,42.16,2293.12,1468.14,2024-09-20,2024-03-26 09:03:22
6056,5874,156.23,25.88,12.17,4.86,1.85,0.19,74.11,362.53,4088.2,1178.83,2025-02-12,2023-02-19 15:24:10
6057,7528,176.75,116.38,4.38,4.68,1.81,0.44,115.05,268.41,3264.77,686.38,2024-08-10,2023-08-24 14:55:13
6058,8212,123.04,81.02,13.92,7.2,0.86,1.2,84.29,31.92,7545.89,1970.43,2022-12-17,2022-06-26 09:19:28
6059,4421,160.26,8.46,8.13,7.58,1.57,0.85,144.74,289.08,2692.29,1151.0,2023-11-02,2022-07-25 06:31:39
6060,47,23.42,21.16,5.75,6.7,0.34,0.81,92.83,66.67,1617.03,1504.63,2024-05-23,2024-04-02 19:40:41
6061,7231,79.65,53.14,9.47,0.64,0.24,0.6,29.74,282.79,7882.86,1613.31,2024-01-14,2023-05-23 20:20:37
6062,4679,59.84,120.8,13.8,0.67,0.9,0.85,74.17,256.93,5439.51,1572.06,2023-12-07,2023-11-22 16:24:23
6063,5628,54.11,79.95,0.98,5.7,1.48,1.41,60.78,276.25,5525.49,1550.44,2022-07-28,2024-06-22 15:47:59
6064,7827,138.29,148.76,13.01,1.75,0.78,1.39,79.25,392.31,7267.29,876.69,2022-11-25,2024-05-10 18:33:34
6065,7113,141.0,116.28,9.36,1.43,0.92,0.13,178.72,308.98,7198.96,433.24,2024-10-17,2023-12-15 07:24:29
6066,2611,260.49,81.29,6.36,4.35,0.68,1.0,193.15,250.44,2012.03,1638.93,2023-05-31,2023-11-16 18:58:42
6067,6031,52.86,130.96,1.19,7.05,1.34,0.72,130.99,381.9,6520.21,798.32,2022-07-17,2023-05-05 20:35:20
6068,7522,283.79,103.36,2.55,7.47,1.35,1.11,40.52,345.58,7735.94,497.01,2022-07-07,2024-11-07 22:58:14
6069,9495,222.27,116.11,1.41,5.9,1.09,1.19,100.39,200.19,2938.05,906.1,2025-04-25,2023-01-15 21:56:01
6070,4985,107.07,114.39,12.37,4.61,1.34,1.11,84.9,260.43,6102.05,1504.01,2023-08-31,2025-03-09 22:41:47
6071,2364,186.35,18.16,3.32,0.46,1.0,0.46,115.97,91.8,6360.9,640.72,2023-04-14,2024-04-03 02:27:38
6072,5417,212.4,65.65,1.63,3.3,1.96,1.17,89.95,85.11,4124.36,1161.73,2023-07-28,2022-11-24 08:43:19
6073,9860,232.77,82.47,9.63,0.31,1.89,1.47,109.36,24.82,7320.22,1757.91,2023-01-01,2025-05-06 08:39:44
6074,5027,277.9,73.92,1.25,6.77,1.18,1.1,138.03,55.58,1702.46,1440.23,2024-02-05,2024-05-07 00:26:11
6075,1029,194.86,91.4,13.99,1.76,0.54,1.06,176.88,294.62,3580.15,1640.47,2022-07-11,2023-09-02 16:38:29
6076,6739,298.56,106.62,2.71,4.45,1.34,0.66,162.32,24.41,4261.26,980.29,2023-08-04,2023-06-04 02:05:48
6077,1765,167.38,92.72,2.33,0.44,1.07,1.43,85.7,337.26,7018.48,594.85,2024-11-09,2023-09-18 18:29:29
6078,7930,227.87,23.84,2.57,7.6,0.1,0.36,160.09,71.74,5268.83,487.38,2024-10-12,2024-09-04 17:43:53
6079,4439,274.23,85.92,6.39,5.97,0.39,0.24,77.82,316.58,2780.62,1901.68,2024-09-27,2023-05-28 00:08:52
6080,5552,87.74,86.4,1.46,1.7,1.09,0.97,106.96,148.24,6164.03,1243.57,2023-02-09,2024-04-29 06:14:18
6081,8497,255.41,109.35,2.47,6.73,0.37,0.15,185.8,333.17,3015.09,1585.59,2023-05-28,2024-01-03 07:00:17
6082,6388,221.35,26.97,1.23,1.8,0.28,0.53,62.51,187.02,2904.38,733.99,2022-11-22,2024-07-22 16:40:51
6083,9661,158.12,145.39,12.95,7.12,1.5,0.94,14.61,124.34,4332.63,1218.12,2025-05-09,2025-04-16 12:23:45
6084,9714,282.21,137.2,13.4,7.54,1.33,1.23,150.56,193.17,1771.76,1604.6,2023-03-28,2024-08-07 14:03:29
6085,1037,227.86,119.86,7.22,2.52,0.4,0.19,184.23,361.09,7856.73,1022.53,2024-05-06,2024-08-18 11:31:41
6086,8173,159.78,120.31,3.81,7.15,1.41,0.72,36.89,121.31,6179.99,1730.13,2023-02-20,2023-01-17 17:23:17
6087,5100,259.31,93.4,8.2,1.17,1.44,1.35,101.85,28.56,7244.66,671.52,2023-05-25,2024-06-17 00:25:46
6088,8107,134.91,93.3,2.99,3.34,1.99,0.92,145.4,353.07,5925.16,1259.81,2023-02-01,2024-10-12 13:48:53
6089,3535,194.12,30.09,14.6,7.0,0.13,1.02,175.9,45.85,962.32,473.31,2023-03-03,2022-11-01 20:24:42
6090,3839,149.89,114.96,9.95,2.35,0.77,0.72,192.3,149.52,6529.56,275.08,2023-06-05,2023-02-18 08:12:24
6091,1597,268.86,70.21,9.43,1.13,0.72,0.81,181.46,290.31,3409.8,1321.59,2024-05-23,2023-04-05 17:22:02
6092,2104,32.43,124.04,11.41,0.34,1.87,1.27,114.05,222.41,5381.28,330.69,2025-02-22,2023-07-02 05:09:16
6093,141,166.23,81.88,6.27,5.58,0.85,0.62,199.64,139.01,6757.29,278.43,2024-12-13,2024-03-18 09:16:25
6094,1272,256.42,69.45,2.44,3.07,0.3,0.28,177.33,25.89,1741.85,868.27,2024-03-19,2023-05-19 16:51:16
6095,6161,156.77,50.0,13.98,4.97,1.36,1.35,104.57,317.62,3447.24,391.42,2023-06-03,2023-06-07 02:06:43
6096,4808,68.87,149.39,9.46,4.58,0.41,0.17,108.17,31.61,1820.74,733.59,2022-12-30,2025-03-03 03:59:42
6097,59,155.13,73.53,5.56,0.73,0.87,0.73,174.56,146.68,2655.31,1111.41,2025-05-01,2024-07-01 23:12:02
6098,65,230.59,12.97,1.7,2.33,0.43,1.03,72.56,170.4,3182.82,1355.01,2023-06-07,2025-02-15 12:37:08
6099,3776,106.29,139.29,14.49,0.64,1.93,0.83,162.55,78.97,2664.61,1363.06,2024-01-01,2023-09-12 06:04:59
6100,4568,44.92,16.86,4.75,0.68,1.15,1.43,56.3,46.73,2167.52,1593.49,2023-01-15,2025-04-02 03:01:29
6101,6021,47.65,61.35,10.88,6.09,1.31,0.8,96.25,233.89,4639.21,1697.49,2024-04-01,2023-04-07 07:21:37
6102,2585,230.19,146.13,1.86,6.62,1.69,0.44,85.97,89.83,2187.63,1946.9,2023-03-05,2023-01-10 04:43:35
6103,3991,109.95,116.39,13.16,3.84,0.49,0.85,194.85,274.32,5679.26,1445.31,2025-02-10,2025-03-04 06:52:57
6104,8124,126.67,146.02,2.03,6.58,0.85,0.95,96.49,28.96,6518.92,658.19,2024-02-15,2023-12-09 14:36:24
6105,5539,52.87,132.19,3.33,7.01,0.85,1.42,117.53,382.47,7088.85,1845.96,2024-03-26,2022-11-24 08:33:09
6106,1974,29.19,67.02,6.04,0.91,0.5,0.82,43.5,35.53,1649.01,1004.0,2024-02-02,2023-07-31 17:03:49
6107,8487,180.46,137.68,6.31,1.26,1.58,1.48,60.18,276.87,953.24,1338.71,2025-04-25,2024-06-07 05:37:38
6108,3578,107.08,91.11,5.55,1.62,0.58,0.17,115.43,126.53,795.03,1553.21,2023-09-11,2023-07-26 06:01:33
6109,6988,217.69,118.6,4.62,1.77,1.44,1.17,154.08,22.9,6153.63,1140.68,2022-12-10,2025-01-05 02:55:29
6110,6130,289.77,66.86,12.44,3.76,0.75,1.21,102.74,140.16,3142.17,699.24,2022-09-13,2024-03-15 19:56:23
6111,9397,26.44,98.59,9.85,0.48,0.66,0.73,95.44,160.55,6200.59,1303.09,2022-11-11,2024-12-21 14:44:25
6112,4074,182.58,105.59,11.43,7.08,1.54,0.83,42.62,226.48,5902.21,1950.47,2024-04-20,2023-01-11 15:13:04
6113,1428,88.74,20.11,4.7,6.7,1.6,1.29,89.92,160.47,3661.8,641.5,2025-05-16,2023-12-26 22:10:08
6114,7900,80.62,84.65,13.47,2.81,0.65,0.74,29.42,271.54,4434.62,510.39,2023-03-24,2024-02-07 03:14:57
6115,8270,20.25,40.94,3.56,4.44,0.45,0.19,133.03,55.9,6867.64,1217.52,2025-03-21,2024-03-15 22:00:47
6116,4809,51.11,114.63,10.69,2.8,0.7,1.16,133.92,273.59,6280.44,1236.5,2024-05-22,2022-07-27 15:01:40
6117,4930,32.03,5.04,4.32,4.99,1.45,1.31,78.33,128.64,3813.53,459.06,2025-04-07,2022-08-16 01:56:31
6118,7135,169.2,115.0,6.11,4.03,0.16,0.25,172.72,82.66,7891.33,1993.81,2023-01-08,2024-11-11 00:36:53
6119,5581,260.47,8.91,12.61,6.49,1.04,0.9,22.49,77.9,2658.89,1576.46,2022-07-03,2025-06-10 19:05:08
6120,6986,20.96,107.13,9.67,6.29,1.69,0.21,186.07,127.55,6183.69,1066.49,2024-03-07,2024-02-02 16:34:46
6121,4714,89.88,136.62,6.1,0.46,1.77,0.89,102.35,217.03,6445.91,234.99,2022-09-29,2024-12-01 16:54:12
6122,9502,234.64,40.02,11.56,1.26,1.81,0.5,90.46,377.26,4526.99,1180.08,2022-11-27,2022-09-12 02:40:57
6123,9376,118.94,5.66,12.7,5.7,0.44,0.82,165.16,179.57,3235.4,323.51,2022-07-14,2025-03-06 22:07:52
6124,3047,163.94,147.47,12.4,7.11,0.87,0.96,87.38,77.58,5628.26,784.72,2023-11-10,2022-09-17 14:51:11
6125,5035,203.74,18.69,14.95,3.79,0.94,0.21,136.09,162.81,5982.64,1840.85,2023-01-24,2024-05-06 13:50:57
6126,3137,16.5,28.13,5.76,3.04,1.2,1.15,196.7,259.11,597.6,1886.44,2025-01-21,2023-02-23 02:59:21
6127,578,73.94,127.07,4.69,0.91,1.74,0.31,143.66,259.57,6934.27,1653.95,2022-09-07,2024-08-28 00:35:21
6128,1019,249.2,108.35,13.05,5.98,0.29,0.3,24.85,386.93,4394.12,1585.25,2024-12-23,2023-07-26 00:03:20
6129,1685,107.48,80.98,11.11,6.32,2.0,0.59,95.08,259.06,1178.46,1432.3,2024-07-11,2022-08-26 16:44:41
6130,339,152.09,20.6,7.42,3.03,1.03,0.98,76.54,233.75,6926.01,307.86,2022-12-16,2025-02-05 16:48:40
6131,5669,38.5,8.85,13.3,2.99,1.05,0.38,120.65,160.91,2304.88,1730.08,2024-12-04,2023-08-12 12:21:58
6132,9066,191.22,50.17,14.49,4.29,0.91,0.3,192.67,122.09,7949.8,1196.66,2022-11-30,2023-06-07 09:29:09
6133,5911,259.9,86.44,12.82,3.94,0.39,0.26,82.35,85.84,7229.29,613.71,2022-09-12,2022-10-30 21:02:24
6134,3630,242.06,49.7,11.27,7.83,0.9,0.49,22.85,392.58,6946.6,836.23,2024-12-04,2024-01-23 05:51:41
6135,1362,100.5,74.8,1.54,4.51,0.28,0.4,62.7,334.43,3939.26,1733.19,2023-04-21,2023-09-29 07:47:19
6136,4044,271.25,86.76,1.66,5.13,1.84,1.41,72.54,106.42,7381.1,815.51,2024-08-06,2025-02-08 19:25:11
6137,3332,297.22,74.78,8.21,2.19,1.91,0.96,58.71,278.98,5881.74,1171.18,2023-01-15,2023-04-05 18:05:52
6138,8715,266.9,141.96,4.75,1.97,0.46,1.29,187.96,175.68,6465.83,1932.93,2025-06-05,2023-01-02 07:14:38
6139,2242,162.51,116.5,4.6,1.07,0.34,1.15,121.38,398.03,2013.69,174.91,2024-02-25,2024-09-09 07:08:57
6140,5631,279.89,31.85,1.2,1.43,0.53,0.29,192.73,364.59,4534.96,1877.64,2024-10-23,2023-05-21 10:20:59
6141,168,271.01,52.21,3.27,3.79,1.48,0.64,14.93,241.87,823.44,1550.36,2025-02-12,2022-06-24 01:16:28
6142,3703,224.21,78.1,12.84,7.32,1.86,1.48,138.81,167.49,2971.47,1334.52,2025-03-18,2022-08-30 21:12:17
6143,3648,24.18,70.83,8.54,7.6,0.63,1.42,27.94,161.62,5177.16,961.0,2024-11-26,2024-01-25 12:53:40
6144,5773,53.36,144.53,12.07,0.27,1.83,1.02,182.12,86.71,3629.66,1089.49,2024-11-06,2023-08-20 22:48:20
6145,8088,58.38,102.95,13.19,6.07,0.19,0.76,61.66,122.37,1261.59,498.72,2024-02-15,2023-11-13 14:15:23
6146,4048,208.76,22.69,0.67,3.17,0.74,0.37,17.7,194.78,5482.06,772.98,2025-01-06,2023-07-12 23:53:31
6147,9150,187.19,30.84,12.84,7.74,1.13,0.29,199.26,27.84,1963.95,150.79,2025-01-31,2025-02-09 01:50:08
6148,9336,187.01,55.87,4.17,3.86,1.22,1.47,36.76,59.51,4795.02,598.35,2025-01-24,2024-09-14 00:10:14
6149,6672,96.3,50.26,9.9,1.46,0.28,0.25,27.53,312.05,5790.55,422.49,2024-07-29,2024-10-10 05:17:56
6150,6813,10.92,55.64,12.75,6.85,0.99,1.11,136.9,363.4,7902.88,1054.22,2025-03-08,2023-03-12 07:40:53
6151,9893,10.67,35.31,7.1,3.91,0.7,0.84,159.54,269.74,1379.39,1103.35,2024-11-03,2024-06-14 16:20:14
6152,7281,272.26,120.46,8.59,5.89,0.18,0.23,34.96,386.2,4462.93,342.49,2023-03-16,2022-10-30 00:38:09
