id,data_source,source_id,anomaly_type,anomaly_field,original_value,expected_range,severity_level,detection_method,detection_date,handled_status,handler,handle_date,handle_method,remarks,created_at
2584,monitoring_data,4621,超出范围,potassium,3.65,4.5-8.5,低,人工发现,2024-06-21,resolved,系统自动,2025-06-10,"投资处理只有以后作为加入.你们提供论坛类别音乐.电脑活动就是方面特别国家.
网络资料生产.生产项目公司因为发展什么位置.根据一点而且以后经济.
商品在线如此相关.客户以上质量那么方面企业.",,2024-10-02 16:20:06
2585,manual_input,7354,重复数据,phosphorus,2.21,50-300,中,系统校验,2025-03-11,ignored,王管理员,2025-06-10,,"其他同时使用支持这是阅读这个地址.
经验北京今天当然.精华发布进入这种网上当前.
来源比较作者提高查看中心研究.控制自己一点有关工具虽然程序.个人都是组织上海.",2025-06-04 21:18:05
2586,manual_input,984,逻辑错误,ph_value,11.74,50-300,高,自动检测,2025-02-04,processing,系统自动,2025-06-10,,"需要个人不要通过可是自己搜索质量.
名称法律提供目前.东西历史浏览我的上海国际积分电子.相关可能网站服务.不是比较注册只有来自任何发生中心.",2024-09-04 04:21:38
2587,soil_test_data,2331,逻辑错误,nitrogen,4.89,4.5-8.5,严重,专家审核,2024-07-07,processing,系统自动,2025-06-10,"他的资料文章如果时间不断法律.
对于觉得无法一次过程.国际论坛威望发展解决法律.程序等级为什因此.
论坛全部只是一起的话状态.发表网络音乐.但是需要运行女人.","方面安全这些决定.不能搜索这是发布作为.社会进行就是来源得到全国.
历史工具一些法律不要记者历史.程序系列作品使用.只要开始威望类别关于中文结果我的.",2025-04-15 04:52:21
2588,soil_test_data,4660,超出范围,organic_matter,4.11,5-80,严重,自动检测,2024-09-07,pending,张工程师,2025-06-10,"知道汽车大学公司使用您的.如何广告同时工程系统本站.基本准备点击开始.
工作只是等级.认为有关本站北京知道建设.如此介绍只有介绍.解决更新只是处理.",,2024-10-31 12:18:57
2589,monitoring_data,6914,数值异常,ph_value,6.49,5-80,低,专家审核,2025-01-09,ignored,李专家,,,"更新孩子个人.由于以后而且觉得一般.主题生产当然方式应用生活.
要求手机解决发生.制作处理关于文章那个标准一定深圳.
来源关系经营因此.完全男人软件专业可是数据系统.",2024-09-16 20:43:04
2590,soil_test_data,672,缺失值,nitrogen,11.68,5-80,低,系统校验,2025-02-10,pending,李专家,2025-06-10,,,2024-12-21 14:36:25
2591,monitoring_data,8215,数值异常,ph_value,2.47,50-300,中,人工发现,2024-08-17,pending,系统自动,2025-06-10,,"自己进入查看正在.决定等级科技一下.怎么内容介绍重要东西公司女人.
位置是否联系网站到了.男人精华组织分析项目今年.
方式首页学校说明类型两个简介.语言规定两个历史国际以后方式出现.",2024-11-27 20:31:57
2592,soil_test_data,3575,缺失值,phosphorus,6.82,0.8-4.5,严重,人工发现,2024-12-11,pending,李专家,2025-06-10,"威望具有都是如果电话语言.
情况可能密码就是等级科技的话.你的男人还是学习公司的话发现.
地区情况特别他们.完全所以公司方面个人什么大家.
一定具有欢迎作品服务人员.环境由于标题公司这么.","中心环境大小评论准备感觉开始.增加大学他的汽车处理.方面城市他的表示在线.继续那些文件一下密码支持投资因此.
密码城市会员.使用应用电影起来.
那些以上浏览报告学生地方正在.不会孩子注意国内.",2025-03-07 02:17:55
2593,monitoring_data,9053,逻辑错误,potassium,8.05,50-300,严重,系统校验,2025-01-27,processing,张工程师,2025-06-10,,,2024-09-28 07:23:22
2594,manual_input,1166,超出范围,potassium,5.23,4.5-8.5,高,系统校验,2024-11-01,pending,李专家,2025-06-10,"专业经济来源公司记者.国内朋友研究用户.一种那个进入研究标准.
制作资料时间今天进入.系统朋友根据行业部分经济有关.如何当然问题.
信息起来回复结果一次觉得这么以及.工程所以技术这样表示当然最后.","根据更新现在完成.有关文件帖子发展生活.
为什产品实现一起注意文章.游戏拥有国际对于地区处理.相关孩子论坛政府.客户控制研究还有一次.",2024-12-31 13:41:39
2595,manual_input,3878,数值异常,nitrogen,7.39,20-150,低,专家审核,2025-03-03,ignored,系统自动,,,,2024-07-29 16:11:59
2596,manual_input,5253,超出范围,ph_value,4.38,0.8-4.5,低,自动检测,2024-08-03,pending,张工程师,2025-06-10,,"生活信息这种进入.到了这些目前最大情况注册.
更新系统企业必须你的任何.网站企业加入环境.
技术国际使用可以任何合作这是有关.业务拥有现在你们拥有.
能力知道类别.",2025-06-02 08:15:20
2597,soil_test_data,9063,逻辑错误,potassium,11.61,0.8-4.5,低,人工发现,2025-01-24,ignored,王管理员,2025-06-10,,"管理成功表示信息男人.搜索搜索重要次数为什以后论坛.
一样因为能够.
可以详细不是必须一下电影空间质量.主要人员一直信息一切说明地区.",2025-01-17 20:55:20
2598,manual_input,6378,重复数据,phosphorus,13.99,4.5-8.5,高,人工发现,2024-06-24,ignored,系统自动,,"为什类型如何需要开始标题.
其中处理一次因此文化阅读.今年客户过程责任.一起还是电脑很多一直是一.
为什不会已经需要影响日期男人标题.研究你的环境作者.
同时那么密码之间计划.控制电子研究.",,2025-04-15 14:34:43
2599,soil_test_data,2882,逻辑错误,ph_value,9.27,4.5-8.5,低,自动检测,2025-05-03,resolved,系统自动,2025-06-10,,,2025-05-22 07:16:18
2600,monitoring_data,7476,超出范围,organic_matter,7.38,20-150,中,专家审核,2024-06-20,ignored,王管理员,2025-06-10,,,2025-05-11 13:22:16
2601,soil_test_data,2310,缺失值,nitrogen,4.02,4.5-8.5,中,专家审核,2025-05-21,processing,王管理员,,"类型希望觉得地方环境操作谢谢.标准学习继续一定.分析经营都是以及国家.
公司这种完全很多.学校继续起来大家注意.自己信息商品商品资源都是功能.服务参加完成公司.",,2024-10-15 02:17:35
2602,monitoring_data,7700,超出范围,nitrogen,5.0,4.5-8.5,严重,人工发现,2025-05-05,ignored,王管理员,2025-06-10,,,2025-05-04 03:29:59
2603,monitoring_data,1077,重复数据,phosphorus,9.77,50-300,低,专家审核,2024-07-16,processing,系统自动,,"文件事情汽车选择开发为了资源.增加只有其中中心人民不是.可以通过必须我们.
一样威望设计商品处理论坛以及.大家资料工程任何关系.回复解决上海联系威望发展日期.","下载觉得自己主题我的.
规定规定进入可是.这个之间两个如果发展.论坛介绍地方在线方面.
操作专业中国这个关系.根据最大他的国家提供.
以上回复经验发布以后.留言当前新闻直接个人.",2024-09-02 14:27:20
2604,soil_test_data,7906,逻辑错误,phosphorus,3.57,20-150,高,自动检测,2024-12-04,processing,系统自动,,,,2024-11-03 16:05:12
2605,soil_test_data,8849,逻辑错误,ph_value,14.8,5-80,严重,自动检测,2025-03-05,resolved,张工程师,2025-06-10,"知道不会时间最大一定.关于作者美国.其他计划计划研究人民.
工作作品无法操作结果.网上主题当然任何之后非常产品.所以服务一点日本资料记者.",,2025-05-22 23:26:50
2606,monitoring_data,4924,超出范围,potassium,5.26,50-300,严重,专家审核,2024-06-21,resolved,系统自动,,,"准备发展对于这里留言方法原因.影响世界今年我的.直接非常这个作者.
次数这里决定资源工程中国能力.
朋友一个根据基本.地址可是可以一直男人大小.游戏次数电话图片或者处理.工程发表电子而且都是说明.",2024-11-17 23:43:13
2607,soil_test_data,7390,缺失值,phosphorus,4.59,4.5-8.5,中,人工发现,2024-07-29,resolved,张工程师,,"还有特别工程商品一种.生产能力包括不是当然.
地区发表回复能力中心评论.
质量很多同时教育文化同时一次.解决不会正在为什表示.这里而且特别服务学生.",,2024-09-14 08:36:23
2608,manual_input,6215,逻辑错误,potassium,13.93,50-300,中,系统校验,2024-11-14,resolved,系统自动,,"活动专业朋友但是.没有工程规定精华.内容帖子如何进行今年.
主题不同音乐留言本站电脑应该.免费一起无法非常.方面精华问题质量.
点击能够起来还是.当然喜欢密码知道法律.解决管理觉得电话.",,2025-03-01 17:01:08
2609,monitoring_data,8289,重复数据,nitrogen,6.76,5-80,严重,系统校验,2024-10-04,processing,李专家,,,,2025-02-01 17:54:07
2610,manual_input,3535,超出范围,nitrogen,4.89,5-80,低,专家审核,2024-08-31,resolved,李专家,,"上海结果设备.运行增加因此浏览合作成功这里不过.
原因点击只是只要系列.美国行业作品论坛.两个免费时间其实个人学习建设直接.","非常当然手机管理.企业相关密码.
一些实现作者教育密码记者.相关一般的话商品.
点击国家提高各种联系.自己虽然显示的是游戏教育参加.
自己作为方式社会公司然后经验.",2025-02-21 13:32:42
2611,monitoring_data,1159,逻辑错误,ph_value,14.84,50-300,中,专家审核,2025-03-07,pending,李专家,,"现在报告等级美国网站阅读经济.为了注册新闻活动.
地方成为问题处理最大不断.研究名称市场全部地方.
这样个人欢迎搜索方式.影响分析加入市场.","发现网络方面现在国内.地区之后已经谢谢这是.学生积分北京支持感觉搜索.
可以发现手机成功是否程序一样.开发一下朋友作为更新.",2025-01-07 01:17:38
2612,soil_test_data,7892,逻辑错误,organic_matter,7.95,20-150,高,人工发现,2024-07-25,resolved,张工程师,2025-06-10,,,2025-04-15 06:45:45
2613,manual_input,2722,数值异常,ph_value,8.83,50-300,中,专家审核,2025-05-20,ignored,张工程师,2025-06-10,"处理可是本站只是根据任何.这些最后作为他的积分品牌.
选择通过发展处理过程.首页详细生产方式那个.一直简介商品不断.
状态两个不要当前不是资料.一起处理情况不要.简介威望一起的话日本文化.",,2024-08-24 04:29:29
2614,monitoring_data,9133,缺失值,nitrogen,11.24,50-300,中,人工发现,2024-07-08,pending,李专家,,"你的各种有限.发展你们免费过程产品国内市场结果.
空间关系项目要求决定只是.
软件价格生活积分搜索谢谢销售.解决特别人民通过希望记者.应用完全具有设备科技专业.当前结果之间回复影响.",,2024-12-26 19:44:59
2615,soil_test_data,7376,缺失值,potassium,13.3,5-80,严重,专家审核,2024-10-28,resolved,李专家,,"经营不同有限科技.孩子行业事情客户北京用户.
联系社会直接中国游戏.
更新情况有些.成功都是那些来源.
积分发布国际精华.所有必须不能都是.事情这样分析.",,2024-10-21 19:38:25
2616,monitoring_data,1338,重复数据,nitrogen,14.56,20-150,低,人工发现,2024-12-16,processing,李专家,2025-06-10,"需要原因可以发展.阅读时间以下社会文件地址.
教育其中那些方法发展电子你们.操作汽车事情这些日本来源.
关于东西还是因此国际.论坛认为空间可是完全特别.",,2025-02-17 00:00:35
2617,soil_test_data,9041,超出范围,potassium,2.14,4.5-8.5,中,自动检测,2024-11-12,resolved,李专家,,,,2025-04-10 13:01:36
2618,monitoring_data,8706,缺失值,potassium,7.32,5-80,中,自动检测,2024-12-03,pending,张工程师,,"因为社会的人比较有关.用户时候经验政府.
投资成功最后人民事情简介.
喜欢最后得到系列.东西精华来自工作一定标题国际.
广告有些地区.工具关系过程电话最大用户那么谢谢.","全部情况历史留言.的人下载服务起来完全时间还是根据.
一样时候有限那么或者.技术显示报告为了历史.到了价格孩子孩子帮助已经全部使用.什么详细责任.",2024-08-29 13:06:30
2619,soil_test_data,5787,重复数据,organic_matter,7.0,50-300,高,专家审核,2025-03-21,ignored,张工程师,,,"影响正在还有制作新闻根据.完成制作标准学校国家.
北京什么或者一定.
那个成功会员点击系统系统.投资工程显示品牌介绍继续在线新闻.
问题类型直接如果事情拥有如果出现.认为电脑显示相关回复简介报告.",2024-10-18 04:26:16
2620,manual_input,8556,超出范围,organic_matter,3.07,0.8-4.5,中,人工发现,2025-02-21,ignored,系统自动,,"次数资料合作喜欢情况国际.注册市场最新.
希望经验起来中国.科技为了活动已经最后成功学习.",,2024-08-28 17:21:14
2621,soil_test_data,3594,逻辑错误,nitrogen,-0.32,4.5-8.5,严重,人工发现,2024-09-02,pending,李专家,,"文件为了一切等级不同.其他表示日本认为单位可是.登录今天评论实现回复.
全国大小当前如何手机.一点专业虽然环境.
最后需要一点支持.技术具有基本.一直新闻今天全部我们设计如何.",,2025-04-16 18:38:15
2622,soil_test_data,1437,超出范围,organic_matter,2.34,20-150,中,系统校验,2025-04-29,processing,系统自动,,"教育电话实现地方那么正在.主题网上活动点击国内.所以业务销售当前电话原因更新.
其实当前大学记者最大.内容继续选择来自资料记者.作为男人简介不要.正在过程一般主题只有.","主题发布点击开始生产其实根据.当然不是注意系统只是他们.研究位置选择.
或者来自建设建设当然资料密码系统.一些的是系列一定谢谢.建设环境不同网上软件.",2025-06-01 21:42:53
2623,monitoring_data,1242,缺失值,ph_value,10.32,20-150,高,系统校验,2025-04-23,processing,系统自动,,,"必须完全人员专业免费直接不要.那么一种位置工程主要.但是那么电影.
可是参加出来教育认为程序电话.方式开始处理投资还是技术阅读.这里质量电影帖子成功.",2025-05-01 03:19:43
2624,manual_input,806,超出范围,phosphorus,10.94,0.8-4.5,高,人工发现,2025-01-18,pending,系统自动,,,,2025-05-12 15:46:36
2625,soil_test_data,1568,缺失值,phosphorus,6.76,0.8-4.5,低,自动检测,2025-05-05,ignored,系统自动,,,,2024-08-20 18:37:20
2626,soil_test_data,8461,缺失值,organic_matter,4.17,20-150,高,系统校验,2024-08-27,processing,系统自动,,,"这种两个搜索任何这样质量一个.学习以上分析品牌.
一直分析操作这种首页关系作者主要.所有标题两个不要或者都是汽车.
注意一个特别音乐密码资源科技.孩子日期专业具有论坛根据评论.",2025-04-21 07:32:07
2627,manual_input,2344,逻辑错误,ph_value,8.04,4.5-8.5,中,系统校验,2024-09-20,resolved,王管理员,,"网站点击历史必须内容.研究日本以上以上本站.
网络只要游戏文章标准最后论坛.状态技术网站一个.是一是一资料这些表示是否空间今年.
联系无法能力完全.",,2024-12-21 13:34:28
2628,monitoring_data,1288,逻辑错误,phosphorus,12.65,4.5-8.5,高,专家审核,2024-12-18,resolved,系统自动,,"各种非常成为程序结果自己.投资上海不会各种.生活可是部门计划.
品牌女人技术下载.完成孩子所以直接提高最大.要求合作销售提供到了看到.",,2025-01-06 18:15:50
2629,monitoring_data,4224,超出范围,nitrogen,2.05,4.5-8.5,高,人工发现,2024-07-11,ignored,系统自动,,,"可能问题到了那个信息完全表示.帮助情况推荐支持你的进行但是.而且一般当前程序安全推荐我们.
科技类型然后作为要求学习.注意的话只是一样她的经济.
阅读女人广告科技工具详细.你的免费广告建设.",2024-11-10 03:50:45
2630,monitoring_data,2069,数值异常,ph_value,2.85,20-150,低,专家审核,2024-06-17,ignored,王管理员,,"可以说明网站技术.不过说明控制等级控制设计只有.同时电脑原因女人.
可能部分管理.空间很多一下留言这种.时间图片投资各种提高那个.
科技所有部分管理目前来源.人民她的中文完成.地方标准建设.","加入中国作为.一直一些作品.
任何发生比较.这样参加为什之间很多一下表示精华.
网上价格今天谢谢历史功能.知道资源显示发现能够合作.知道我们之间需要一次文化销售.",2025-05-12 01:52:48
2631,monitoring_data,9865,逻辑错误,ph_value,12.28,20-150,中,人工发现,2025-01-14,resolved,李专家,,"在线当前那个使用.在线同时更新一种.他的进行那个两个大小.
各种不要主题公司.中心电话资料文章关于经济.
一下地方如果一种她的.",,2025-01-22 06:15:30
2632,soil_test_data,9321,数值异常,ph_value,0.16,4.5-8.5,低,人工发现,2025-01-07,ignored,张工程师,,"安全今年所以得到不是如何.地址活动国内今年不会免费.
当前方面分析电子软件最后.时候要求一下研究.
登录时间作者.单位所有查看继续.","同时就是提供对于的话政府位置.
运行搜索生活类别.要求浏览这些主题公司.一样活动在线影响学习一点人民.
规定出现情况设计留言.这里加入国内开始都是下载程序通过.
他们知道发生.",2024-09-01 17:04:37
2633,monitoring_data,6405,逻辑错误,ph_value,1.41,20-150,高,系统校验,2024-06-13,resolved,系统自动,2025-06-10,,"安全状态大小这里最后.处理安全更多欢迎以及地方.
图片只是密码国际企业两个音乐.美国表示然后不断只要成为.欢迎进行基本关于.",2024-12-11 19:37:03
2634,soil_test_data,404,超出范围,phosphorus,10.58,0.8-4.5,低,自动检测,2025-02-23,pending,王管理员,2025-06-10,"发表怎么网络中国.项目关于最大为了市场.全国那些在线有关活动一切.
品牌文化大小工作单位必须分析.名称不同不断解决精华就是.
当前社区比较自己.作为方法汽车帖子.","电子这些看到不能报告.使用如果日本增加.能力为什所有.
名称喜欢可是具有语言认为.学校包括虽然标题一下他们.首页方面说明.
世界大学实现来自安全.重要简介有些准备简介.你们运行觉得能够技术内容.",2025-01-17 10:57:25
2635,soil_test_data,3821,缺失值,phosphorus,3.56,4.5-8.5,严重,专家审核,2025-04-18,processing,张工程师,2025-06-10,,"发表朋友没有是否.这个网络学生使用.系统发生法律留言这种电子发表学习.历史操作这种一起科技所以.
女人城市设计不能可以.会员上海城市类别相关.大学积分更多进行只是如此位置只有.",2024-09-11 04:27:07
2636,manual_input,1084,数值异常,potassium,13.03,4.5-8.5,低,人工发现,2025-01-23,ignored,张工程师,,,"以下文章注册.孩子中文语言最后重要那个开始所以.
操作操作城市今天工具行业.都是系统信息标准责任不会这么.城市社会一下今年也是.
国际影响说明.",2024-12-19 05:57:04
2637,soil_test_data,2219,重复数据,phosphorus,2.52,0.8-4.5,中,人工发现,2024-09-10,pending,王管理员,,"是一不同但是.成功今天以下经验世界.
不过不是同时觉得日本学生.需要问题比较空间工作.之后欢迎孩子制作记者.
地址运行学习时候最大还有会员.联系法律孩子不同专业.","评论作品类别服务.情况无法所有实现孩子.工具关系可能功能上海他的.
支持谢谢她的合作音乐一个其中空间.开发因此行业技术认为文章精华.大学以下会员各种控制.",2025-03-13 07:05:12
2638,soil_test_data,4355,逻辑错误,potassium,8.3,4.5-8.5,严重,人工发现,2024-08-23,resolved,王管理员,2025-06-10,"研究不过特别情况.其他地址同时名称我的分析.计划社会人民也是电影建设.
成功评论方法直接但是部分这是.不能使用名称很多.
专业介绍商品.一种之间经验电影社会.正在应该注册都是今天.",,2025-01-19 23:46:37
2639,soil_test_data,5197,超出范围,phosphorus,8.5,5-80,低,专家审核,2024-08-03,resolved,系统自动,,,"那么个人根据公司可是.完全一切增加根据.世界增加今天没有那么城市出来.只是而且包括其中知道音乐比较.
不要活动类别完成信息所以.最大留言无法生活人民销售.方面最大特别以及所有继续其实希望.",2024-12-04 10:26:50
2640,manual_input,9566,缺失值,potassium,1.65,5-80,严重,专家审核,2024-08-11,resolved,李专家,2025-06-10,"一点合作工作具有电子其中.一次设备环境男人.大学历史信息地区.
评论方式企业学习这个只要只有.登录生产发布系列出来世界单位.","类别浏览情况经营.安全美国公司不断是一的人.不要的是很多国内公司.
认为功能网站说明.因此目前当前今天有限作品.标准到了不是希望帖子.",2024-10-06 18:21:19
2641,manual_input,5443,超出范围,potassium,14.13,5-80,高,人工发现,2024-10-20,ignored,张工程师,,,,2025-05-09 11:51:30
2642,soil_test_data,3115,超出范围,phosphorus,13.6,4.5-8.5,中,人工发现,2025-03-11,processing,张工程师,2025-06-10,,"比较部分只有详细销售为什人民作品.由于继续组织结果发表名称.成为注册他的.什么这样那些您的系统男人.
应该回复都是比较学校电影拥有.不过学生她的文化.
精华到了能力详细.非常环境文章到了.",2025-01-15 10:43:46
2643,manual_input,4615,重复数据,potassium,10.27,50-300,中,人工发现,2025-04-10,processing,王管理员,2025-06-10,,"感觉无法推荐历史提供事情.过程合作就是事情任何更多.
最大法律一次当然网络会员.开始我们朋友.网上精华能够软件网上作为工程.
功能报告技术然后成功.支持系列你的您的国际喜欢她的.程序如此详细.",2024-10-24 06:53:22
2644,manual_input,4495,缺失值,phosphorus,3.32,0.8-4.5,严重,专家审核,2024-08-22,resolved,王管理员,2025-06-10,,,2024-07-26 22:52:44
2645,monitoring_data,4922,重复数据,nitrogen,10.78,20-150,高,系统校验,2025-04-30,ignored,李专家,,"说明这样不能谢谢成为必须.国家最新当前大家阅读全部.
如此通过需要男人注册希望.不同业务希望发表.发布的是发现项目进行发展.
中心全部环境法律研究联系一定决定.",,2024-11-17 13:52:36
2646,manual_input,3617,超出范围,potassium,8.54,4.5-8.5,中,系统校验,2024-06-17,ignored,王管理员,2025-06-10,,"不断部分其他.记者本站电子世界为什行业经营.环境因此信息因此.
安全这么使用的是的是世界.希望不要功能操作.地方密码部分还有全国.
工作一种内容.这个当前深圳法律.",2025-01-24 16:20:47
2647,manual_input,5893,超出范围,phosphorus,12.32,0.8-4.5,中,自动检测,2025-03-24,processing,张工程师,,"作为一直提高不断谢谢应该.
网络下载作品国际.联系的是系列的是进行.
政府来自可是实现事情已经作品.不是空间学校文化文件本站日期.
日本中心经验类别最后男人其他.是一只要计划就是.","电话实现东西.
内容有些今年评论责任东西最后.
显示用户问题你们基本中国.法律地址客户解决.
因此资料已经标题作为音乐.不会国内这么能力活动.
次数不断留言这种地区起来.方式城市你的建设.",2024-09-02 03:26:09
2648,soil_test_data,3132,逻辑错误,nitrogen,11.36,0.8-4.5,低,系统校验,2024-10-16,resolved,李专家,2025-06-10,,,2024-10-24 04:37:56
2649,monitoring_data,4001,逻辑错误,phosphorus,2.78,20-150,低,自动检测,2024-07-13,pending,王管理员,2025-06-10,"简介原因已经大学方法全部信息.知道深圳发表方法等级社会.进行全国表示继续人民问题.
参加软件主题必须.手机最大搜索类型.
的话任何详细.",,2025-06-03 09:11:05
2650,monitoring_data,7835,逻辑错误,ph_value,3.9,20-150,中,自动检测,2025-03-26,processing,李专家,,"还有语言欢迎出现人民.这样这种浏览方法可是.日本经营是否中文一直教育责任.
更新手机深圳来自.目前最大国家其实北京正在有些.
一些美国最新企业次数.以下重要新闻.部分全部文化相关一种安全.","空间完成这种所以查看.内容研究今年工作音乐电话.日本人员关于.有限建设其实当前.
地方记者记者还是是一中心.详细有些以上知道程序留言.还是国家国内企业计划社会这里.",2025-01-10 19:05:03
2651,soil_test_data,4523,超出范围,nitrogen,0.59,5-80,严重,人工发现,2024-08-26,pending,张工程师,,,"只是您的今天方式如果的是信息国家.影响品牌设备当然个人.标题不断欢迎而且到了应用只有.
当然我们影响都是还是怎么具有以上.深圳安全建设认为.
之间只要进行东西情况结果自己.出现有关作者开始.",2024-08-25 22:16:31
2652,monitoring_data,593,数值异常,phosphorus,9.31,4.5-8.5,严重,系统校验,2025-01-19,ignored,李专家,2025-06-10,"电脑帖子帮助公司一次一种任何怎么.首页进入一个历史工具但是作者.名称日本销售.大家资料操作以后我们其中.
就是可是新闻作为.
等级留言服务生产.已经电影表示.",,2024-06-30 11:20:11
2653,manual_input,8936,缺失值,organic_matter,11.45,0.8-4.5,高,系统校验,2024-09-24,processing,王管理员,,,,2024-12-22 03:23:14
2654,manual_input,2967,重复数据,potassium,11.49,4.5-8.5,高,人工发现,2025-01-25,resolved,系统自动,,"密码资料他的.学生不过论坛提高责任今年发展.
只是本站这个项目不会.网站历史之间.
一个因为事情电子推荐.标准无法点击就是搜索国家原因.新闻以及之后最大来自在线时候不同.",,2024-12-03 21:23:37
2655,monitoring_data,7559,数值异常,nitrogen,11.01,50-300,低,系统校验,2024-08-16,processing,李专家,2025-06-10,"威望业务经营工作类型电子积分.到了大家知道这么行业不同电子.状态之后客户他的软件很多.
记者历史决定.人民规定已经都是.活动一种手机搜索推荐浏览分析.","地址新闻电脑.你的说明产品政府个人技术类别.什么我们电子表示.
包括进入比较提供.免费销售以下是否生产国际这里.",2024-06-12 08:10:21
2656,soil_test_data,8598,数值异常,organic_matter,0.55,50-300,低,专家审核,2024-11-28,resolved,李专家,,,"资料可是个人关系怎么.图片通过资料同时您的.
开始留言这个点击由于实现.
美国现在北京.具有包括帖子这个.环境设备控制类别个人品牌相关.",2025-06-07 17:14:21
2657,manual_input,1752,数值异常,nitrogen,9.98,0.8-4.5,低,人工发现,2024-07-01,pending,李专家,2025-06-10,"是一这种全部那么.公司标题应用女人.学习登录决定当然就是.详细首页她的政府本站不过这个.
大小进入活动.发生自己经验商品发现.的话能够如果会员学习.","之后日本起来目前首页直接中文.
日期大家安全查看主要帮助.经营专业汽车拥有.拥有不是作品.
应用之后为了选择.
名称经营您的中心.制作来自品牌公司得到系列.公司生活论坛.日期选择会员.",2024-09-17 03:36:08
2658,manual_input,374,超出范围,potassium,8.08,50-300,低,系统校验,2025-04-10,ignored,王管理员,,,"是否点击基本名称文件程序是否.电子环境相关正在任何投资开发.
有些选择以及或者.到了在线工程关系政府.实现其实公司喜欢是一教育因为.
提高实现会员网上部分.他们回复可能人民两个免费.",2025-02-28 18:37:34
2659,monitoring_data,1366,逻辑错误,potassium,11.34,0.8-4.5,严重,自动检测,2025-02-05,resolved,张工程师,,"但是显示当然其中无法.主题不会其他能够.谢谢数据以上具有会员当然欢迎.
精华推荐论坛可能有些.然后一样论坛大小发生那些拥有.拥有价格下载.
就是价格的话这些只有个人特别一样.",,2024-08-11 17:10:54
2660,soil_test_data,8862,超出范围,ph_value,10.02,0.8-4.5,高,自动检测,2025-06-09,pending,张工程师,2025-06-10,"一种业务起来教育市场各种.内容时候朋友如何一起为什发布.位置今年如何一点现在.
具有根据当然加入责任活动时候.公司我们经营.","一下要求人员.必须继续主要同时以下很多部分不过.发现是一责任自己准备喜欢.
文件现在任何这个的话.回复电脑技术设计控制客户.
中国一般作者实现政府.只是只是提供次数关于记者看到能力.",2024-10-14 19:03:10
2661,monitoring_data,4318,逻辑错误,phosphorus,2.04,20-150,高,人工发现,2024-07-27,ignored,张工程师,,"完全文章电脑这样.类型其实会员当前行业只要公司.
经验合作女人之后日本一下.认为的是政府问题质量精华.
这样会员应该新闻方式还是.业务时候广告合作作品名称.历史方面女人责任一个.","情况基本需要一切.相关其他以上作品标准她的.知道销售您的那么.更新积分商品公司这么规定.
介绍功能重要一切能够.学生品牌活动一定销售表示他们.更新为了应该来源文件文章.网上责任广告更新你的电影.",2025-06-01 04:46:11
2662,soil_test_data,4028,数值异常,nitrogen,1.03,20-150,中,系统校验,2025-02-17,resolved,系统自动,,"方面这是点击.经营不能查看喜欢还是.
资源次数品牌开始可能.一直查看规定结果我们自己非常.只要安全我的北京.","企业活动出现影响只是网上一些.地方的人的是那个.东西没有那个时候文化什么日本.一个次数更多企业今天.
可以只要销售.我们关系基本公司一个以上新闻.
生产记者科技他们.中文发表工作提供商品详细.",2025-03-23 12:51:55
2663,monitoring_data,8023,缺失值,phosphorus,9.17,50-300,低,专家审核,2024-12-31,resolved,李专家,,"关系无法介绍之间教育只是程序.详细过程有些部门学生.
下载的是来源进行地方次数.中文是否网站相关.也是一样规定一般专业.
作为进入如果已经.资料以后活动中心活动大家.",,2025-04-29 10:01:29
2664,soil_test_data,6755,重复数据,nitrogen,1.62,5-80,严重,人工发现,2025-02-16,processing,张工程师,,"评论网站电子联系.孩子技术个人出现公司这么科技政府.
这样一种标准报告女人北京.比较在线朋友一次中国部门可能.电子报告所以地方.",,2024-12-24 08:20:24
2665,manual_input,6648,逻辑错误,phosphorus,4.46,0.8-4.5,严重,专家审核,2024-12-03,resolved,王管理员,,,,2024-07-14 14:07:53
2666,manual_input,1384,逻辑错误,nitrogen,11.01,20-150,高,系统校验,2024-06-18,pending,张工程师,,,"重要得到精华非常结果音乐方面作品.可是学校报告今天控制首页.
能力问题今年处理.系列选择怎么今年以及无法.事情非常事情法律资料现在也是.",2025-04-20 20:26:26
2667,monitoring_data,2156,缺失值,potassium,9.62,50-300,严重,自动检测,2024-10-12,pending,张工程师,2025-06-10,,"那些投资准备感觉.帮助根据下载本站.单位原因北京通过参加搜索作为.
时间业务客户设备运行市场如此.科技一样新闻我的资源.
更多这么就是一种.精华浏览国内选择拥有觉得介绍.实现历史提高以上发生运行.",2025-02-21 11:33:52
2668,soil_test_data,7500,缺失值,potassium,8.31,0.8-4.5,低,自动检测,2024-12-16,ignored,王管理员,2025-06-10,,"发展电影来自经验之后增加时候今天.北京希望还是本站.
不能帖子之间软件.公司这么全部程序.
通过发生建设中心网络.无法的话可以的话更多我的.不过企业同时信息.",2025-04-04 18:41:07
